,Texas,California,Montana,New Mexico,Arizona,Nevada,Colorado,Oregon,Wyoming,Michigan,Minnesota,Utah,Idaho,Kansas,Nebraska,South Dakota,Washington,North Dakota,Oklahoma,Missouri,Florida,Wisconsin,Georgia,Illinois,Iowa,New York,North Carolina,Arkansas,Alabama,Louisiana,Mississippi,Pennsylvania,Ohio,Virginia,Tennessee,Kentucky,Indiana,Maine,South Carolina,West Virginia,Maryland,Massachusetts,Vermont,New Hampshire,New Jersey,Connecticut,Delaware,Rhode Island
South Carolina,1635.8789979,3032.4809549,2409.8595728,1924.9189847000002,2435.2400148999996,2900.0510073999994,1903.9472355,2941.153381,1971.8689618,1691.6747281,1891.6482536,2398.020702,2456.1481121999996,1503.4383693,1496.4157888,1877.8467889,2903.6262885999995,2315.2576446000003,1431.5894394,1060.1745974,742.6484735,1764.4561274,340.1472761,1364.8763390000001,1463.5080638000002,1447.9770028,330.6659717,1033.2859139,720.5369701,1386.0564553,1024.8107405,1202.124208,1271.0655636,683.7648981,682.5330478000001,1009.4775012,1324.7930899,2100.7040165999997,197.5912227798598,975.4440423,939.8139140999999,1718.5924796,1714.8326433,1871.5450593,1184.8780231,1695.8348186,1069.5830169,1787.37189749
West Virginia,1567.2990399,2687.295253,1973.2883953,1579.7332827999999,2090.0543129999996,2554.8653055,1558.7615336,2542.1903121,1572.9058928999998,716.2306858,1455.0770760999999,2052.8350001,2057.1850433,1104.4753004,1097.4527199,1441.2756114,2504.6632197,1878.6864670999998,1086.4037374999998,661.2115285,1353.9547555,1041.9872626000001,975.3014703,642.4074742,1026.9368863,658.5725719,644.7780706,964.7059559,963.3775142000001,1317.4764973000001,956.2307824999999,297.9404221,295.6215213,291.6791442,613.9530898,287.0086364,602.3242250999999,1311.2995856999999,975.4440423,197.5912227798598,214.8813486,929.1880487,925.4282123999999,1082.1406284,459.94545760000005,906.4303877,344.6504514,997.96746659
Maryland,1541.0099274,2902.1766015999997,2188.1697439,1794.6146313999998,2304.9356615999995,2769.7466541,1773.6428821999998,2757.0716607,1787.7872414999997,931.1120344,1669.9584246999998,2267.7163487,2272.0663919,1319.3566489999998,1312.3340684999998,1656.1569599999998,2719.5445683,2093.5678156999998,1301.2850860999997,876.0928771,1327.665643,1256.8686112,949.0123578,857.2888228,1241.8182348999999,508.1630887,609.1479423999999,938.4168434000001,937.0884017000001,1291.1873848,929.9416699999999,262.3102939,510.50286989999995,256.049016,587.6639772999999,501.889985,817.2055737,1160.8901024999998,939.8139140999999,214.8813486,197.5912227798598,778.7785655,775.0187291999999,931.7311452,245.06410900000003,756.0209045,129.7691028,847.55798339
Massachusetts,2319.7884928999997,3616.4833016999996,2902.4764440000004,2508.9213315,3019.2423617,3484.0533542,2487.9495823,3471.3783608,2502.0939415999997,1394.9072578,2294.2750539999997,2982.0230488,2986.3730920000003,2033.6633490999998,2026.6407685999998,2370.4636600999997,3433.8512684,2745.4873744,2015.5917861999997,1590.3995771999998,2106.4442085,1851.0844879,1727.7909233,1571.5955229,1956.1249349999998,270.6154768,1387.9265079000002,1717.1954089,1715.8669672,2069.9659503,1708.7202355,631.2476266,974.2980933,1034.8275815,1366.4425428,1216.1966851,1298.2265670000002,389.63120960000003,1718.5924796,929.1880487,778.7785655,197.5912227798598,161.5761852,160.4722523,533.7144565,142.5783604,649.0094627,114.2947399
Vermont,2316.0286565999995,3612.7234653999994,2898.7166077,2505.1614952,3015.4825253999998,3480.2935178999996,2484.189746,3467.6185244999997,2498.3341052999995,1391.1474214999998,2290.5152177,2978.2632125,2982.6132557,2029.9035127999998,2022.8809322999998,2366.7038237999996,3430.0914321,2741.7275381,2011.8319498999997,1586.6397408999999,2102.6843722,1847.3246516,1724.0310869999998,1567.8356866,1952.3650986999999,266.8556405,1384.1666716,1713.4355726,1712.1071309,2066.206114,1704.9603991999998,627.4877902999999,970.5382569999999,1031.0677452,1362.6827064999998,1212.4368488,1294.4667307,385.87137329999996,1714.8326432999997,925.4282123999999,775.0187292,161.5761852,197.5912227798598,156.712416,529.9546201999999,304.1545456,645.2496263999999,275.8709251
New Hampshire,2472.7410725999994,3769.4358813999993,3055.4290237,2661.8739112,3172.1949413999996,3637.0059338999995,2640.902162,3624.3309404999995,2655.0465212999993,1547.8598375,2447.2276337,3134.9756285,3139.3256717,2186.6159288,2179.5933483,2523.4162397999994,3586.8038481,2898.4399541,2168.5443659,1743.3521569,2259.3967881999997,2004.0370676,1880.743503,1724.5481026,2109.0775147,423.5680565,1540.8790876,1870.1479886,1868.8195469,2222.91853,1861.6728151999998,784.2002062999999,1127.250673,1187.7801612,1519.3951224999998,1369.1492648,1451.1791467,229.1589573,1871.5450592999998,1082.1406284,931.7311452,160.4722523,156.712416,197.5912227798598,686.6670361999999,303.0506127,801.9620423999999,274.7669922
New Jersey,1786.0740363999998,3147.2407105999996,2433.2338529,2039.6787403999997,2549.9997705999995,3014.8107631,2018.7069911999997,3002.1357697,2032.8513504999996,1011.4958286000001,1910.8636247999998,2512.7804576999997,2517.1305009,1564.4207579999998,1557.3981774999997,1901.2210689999997,2964.6086772999997,2338.6319246999997,1546.3491950999996,1121.1569861,1572.729752,1467.6730587,1194.0764668,1102.3529318,1486.8823438999998,263.0989797,854.2120514,1183.4809524,1182.1525107,1536.2514938,1175.0057789999998,247.8361974,590.8866641,501.11312499999997,832.7280863,746.954094,914.8151378,915.8259934999999,1184.8780230999998,459.9454576,245.06410900000003,533.7144565,529.9546201999999,686.6670362,197.5912227798598,510.9567955,115.2950062,602.49387439
Connecticut,2297.0308318999996,3593.7256406999995,2879.7187830000003,2486.1636705,2996.4847007,3461.2956931999997,2465.1919213,3448.6206998,2479.3362805999996,1372.1495968,2271.5173929999996,2959.2653878,2963.615431,2010.9056881,2003.8831076,2347.7059990999996,3411.0936074,2722.7297134,1992.8341251999998,1567.6419162,2083.6865475,1828.3268269,1705.0332623,1548.8378619,1933.367274,247.8578158,1365.1688469,1694.4377479,1693.1093062,2047.2082893,1685.9625744999998,608.4899656,951.5404323,1012.0699205,1343.6848817999999,1193.4390240999999,1275.468906,532.20957,1695.8348185999998,906.4303877,756.0209045,142.5783604,304.1545456,303.0506127,510.9567955,197.5912227798598,626.2518017,91.53707889
Delaware,1670.7790301999999,3031.9457043999996,2317.9388467,1924.3837341999997,2434.7047643999995,2899.5157569,1903.4119849999997,2886.8407635,1917.5563442999996,976.4878076,1799.7275274999997,2397.4854514999997,2401.8354947,1449.1257517999998,1442.1031712999998,1785.9260627999997,2849.3136710999997,2223.3369184999997,1431.0541888999996,1005.8619799,1457.4347458,1386.637714,1078.7814606,987.0579256000001,1371.5873376999998,378.39398589999996,738.9170452,1068.1859462,1066.8575045,1420.9564876,1059.7107727999999,212.8281764,555.8786431,385.8181188,717.4330801,631.6590878000001,879.8071168,1031.1209996999999,1069.5830168999998,344.6504514,129.7691028,649.0094627,645.2496263999999,801.9620424,115.2950062,626.2518017,197.5912227798598,717.78888059
Rhode Island,2388.5679107899996,3685.2627195899995,2971.2558618900002,2577.70074939,3088.02177959,3552.8327720899997,2556.72900019,3540.1577786899998,2570.8733594899995,1463.68667569,2363.0544718899996,3050.80246669,3055.15250989,2102.44276699,2095.42018649,2439.2430779899996,3502.63068629,2814.26679229,2084.37120409,1659.17899509,2175.22362639,1919.86390579,1796.57034119,1640.37494079,2024.90435289,339.39489469,1456.70592579,1785.97482679,1784.64638509,2138.74536819,1777.4996533899998,700.02704449,1043.07751119,1103.60699939,1435.2219606899998,1284.9761029899998,1367.00598489,503.9259495,1787.3718974899998,997.96746659,847.55798339,114.2947399,275.8709251,274.7669922,602.49387439,91.53707889,717.78888059,197.5912227798598
